100,0.000000
200,0.000000
300,0.000000
400,0.000000
500,0.001000
600,0.000000
700,0.001000
800,0.002000
900,0.001000
1000,0.002000
1100,0.003000
1200,0.003000
1300,0.003000
1400,0.005000
1500,0.004000
1600,0.006000
1700,0.006000
1800,0.006000
1900,0.008000
2000,0.008000
2100,0.009000
2200,0.010000
2300,0.011000
2400,0.012000
2500,0.012000
2600,0.013000
2700,0.015000
2800,0.017000
2900,0.016000
3000,0.019000
3100,0.020000
3200,0.021000
3300,0.023000
3400,0.024000
3500,0.025000
3600,0.027000
3700,0.028000
3800,0.030000
3900,0.032000
4000,0.033000
4100,0.035000
4200,0.036000
4300,0.039000
4400,0.040000
4500,0.042000
4600,0.044000
4700,0.046000
4800,0.047000
4900,0.050000
5000,0.052000
5100,0.054000
5200,0.056000
5300,0.057000
5400,0.060000
5500,0.062000
5600,0.065000
5700,0.067000
5800,0.070000
5900,0.071000
6000,0.075000
6100,0.077000
6200,0.079000
6300,0.083000
6400,0.085000
6500,0.087000
6600,0.090000
6700,0.093000
6800,0.096000
6900,0.099000
7000,0.101000
7100,0.105000
7200,0.107000
7300,0.110000
7400,0.114000
7500,0.116000
7600,0.120000
7700,0.121000
7800,0.125000
7900,0.129000
8000,0.133000
8100,0.135000
8200,0.140000
8300,0.141000
8400,0.146000
8500,0.150000
8600,0.153000
8700,0.157000
8800,0.161000
8900,0.164000
9000,0.167000
9100,0.172000
9200,0.175000
9300,0.179000
9400,0.183000
9500,0.186000
9600,0.190000
9700,0.194000
9800,0.199000
9900,0.204000
10000,0.207000
